Subject,Start Date,Start Time,End Date,End Time,Description,Duration,Transit ID,Category,Calendar Color
WB1 POF,03/02/2026,12:48,03/02/2026,12:57,WB1: POF | Orb: 0.99° | Duration: 9m,9m,WB1-POF-001,Western Transits,#FFA500
WB1 POF,03/22/2026,01:04,03/22/2026,01:13,WB1: POF | Orb: 0.94° | Duration: 9m,9m,WB1-POF-013,Western Transits,#FFA500
WB1 POF,03/22/2026,23:55,03/23/2026,00:04,WB1: POF | Orb: 0.85° | Duration: 9m,9m,WB1-POF-014,Western Transits,#FFA500
WB1 POF,03/23/2026,06:55,03/23/2026,06:59,WB1: POF | Orb: 0.77° | Duration: 4m,4m,WB1-POF-015,Western Transits,#FFA500
WB1 POF,03/23/2026,22:45,03/23/2026,22:54,WB1: POF | Orb: 0.84° | Duration: 9m,9m,WB1-POF-016,Western Transits,#FFA500
WB1 POF,03/24/2026,07:22,03/24/2026,07:25,WB1: POF | Orb: 0.59° | Duration: 3m,3m,WB1-POF-017,Western Transits,#FFA500
WB1 POF,03/24/2026,21:35,03/24/2026,21:44,WB1: POF | Orb: 0.95° | Duration: 9m,9m,WB1-POF-018,Western Transits,#FFA500
WB1 POF,03/25/2026,07:48,03/25/2026,07:51,WB1: POF | Orb: 0.64° | Duration: 3m,3m,WB1-POF-019,Western Transits,#FFA500
WB1 POF,03/25/2026,20:27,03/25/2026,20:36,WB1: POF | Orb: 0.89° | Duration: 9m,9m,WB1-POF-020,Western Transits,#FFA500
WB1 POF,03/26/2026,08:14,03/26/2026,08:18,WB1: POF | Orb: 1.00° | Duration: 4m,4m,WB1-POF-021,Western Transits,#FFA500
WB1 POF,03/26/2026,19:20,03/26/2026,19:29,WB1: POF | Orb: 0.87° | Duration: 9m,9m,WB1-POF-022,Western Transits,#FFA500
WB1 POF,03/27/2026,08:43,03/27/2026,08:48,WB1: POF | Orb: 0.91° | Duration: 5m,5m,WB1-POF-023,Western Transits,#FFA500
WB1 POF,03/27/2026,18:14,03/27/2026,18:23,WB1: POF | Orb: 0.85° | Duration: 9m,9m,WB1-POF-024,Western Transits,#FFA500
WB1 POF,03/28/2026,09:15,03/28/2026,09:20,WB1: POF | Orb: 0.89° | Duration: 5m,5m,WB1-POF-025,Western Transits,#FFA500
WB1 POF,03/29/2026,09:51,03/29/2026,09:57,WB1: POF | Orb: 0.97° | Duration: 6m,6m,WB1-POF-026,Western Transits,#FFA500
WB1 POF,03/30/2026,10:33,03/30/2026,10:40,WB1: POF | Orb: 0.80° | Duration: 7m,7m,WB1-POF-027,Western Transits,#FFA500
WB1 POF,03/31/2026,11:19,03/31/2026,11:27,WB1: POF | Orb: 0.97° | Duration: 8m,8m,WB1-POF-028,Western Transits,#FFA500
WB1 POF,04/01/2026,12:11,04/01/2026,12:19,WB1: POF | Orb: 0.82° | Duration: 8m,8m,WB1-POF-029,Western Transits,#FFA500
WB1 POF,04/02/2026,13:05,04/02/2026,13:15,WB1: POF | Orb: 0.93° | Duration: 10m,10m,WB1-POF-030,Western Transits,#FFA500
WB1 POF,04/03/2026,14:01,04/03/2026,14:11,WB1: POF | Orb: 0.94° | Duration: 10m,10m,WB1-POF-031,Western Transits,#FFA500
WB1 POF,04/04/2026,14:57,04/04/2026,15:07,WB1: POF | Orb: 0.97° | Duration: 10m,10m,WB1-POF-032,Western Transits,#FFA500
WB1 TRANSIT_YOGI,04/04/2026,16:13,04/04/2026,19:52,WB1: TRANSIT_YOGI | Orb: 0.99° | Duration: 219m,219m,WB1-TRANSIT_YOGI-033,Western Transits,#FFA500
WB1 POF,04/05/2026,15:53,04/05/2026,16:03,WB1: POF | Orb: 0.89° | Duration: 10m,10m,WB1-POF-034,Western Transits,#FFA500
WB1 POF,04/06/2026,16:48,04/06/2026,16:57,WB1: POF | Orb: 0.82° | Duration: 9m,9m,WB1-POF-035,Western Transits,#FFA500
WB1 POF,04/07/2026,17:41,04/07/2026,17:51,WB1: POF | Orb: 1.00° | Duration: 10m,10m,WB1-POF-036,Western Transits,#FFA500
WB1 MOON,04/11/2026,15:59,04/11/2026,19:48,WB1: MOON | Orb: 1.00° | Duration: 229m,229m,WB1-MOON-037,Western Transits,#FFA500
WB1 POF,04/12/2026,05:50,04/12/2026,05:54,WB1: POF | Orb: 0.86° | Duration: 4m,4m,WB1-POF-038,Western Transits,#FFA500
WB1 POF,04/13/2026,05:20,04/13/2026,05:23,WB1: POF | Orb: 0.67° | Duration: 3m,3m,WB1-POF-039,Western Transits,#FFA500
WB1 POF,04/14/2026,04:47,04/14/2026,04:51,WB1: POF | Orb: 0.74° | Duration: 4m,4m,WB1-POF-040,Western Transits,#FFA500
WB1 POF,04/15/2026,04:10,04/15/2026,04:15,WB1: POF | Orb: 0.91° | Duration: 5m,5m,WB1-POF-041,Western Transits,#FFA500
WB1 POF,04/16/2026,03:29,04/16/2026,03:34,WB1: POF | Orb: 0.69° | Duration: 5m,5m,WB1-POF-042,Western Transits,#FFA500
WB1 POF,04/17/2026,02:40,04/17/2026,02:46,WB1: POF | Orb: 0.97° | Duration: 6m,6m,WB1-POF-043,Western Transits,#FFA500
WB1 POF,04/18/2026,01:45,04/18/2026,01:52,WB1: POF | Orb: 0.88° | Duration: 7m,7m,WB1-POF-044,Western Transits,#FFA500
WB1 POF,04/19/2026,00:43,04/19/2026,00:50,WB1: POF | Orb: 0.83° | Duration: 7m,7m,WB1-POF-045,Western Transits,#FFA500
WB1 POF,04/19/2026,23:35,04/19/2026,23:44,WB1: POF | Orb: 0.94° | Duration: 9m,9m,WB1-POF-046,Western Transits,#FFA500
WB1 POF,04/20/2026,22:25,04/20/2026,22:34,WB1: POF | Orb: 0.89° | Duration: 9m,9m,WB1-POF-047,Western Transits,#FFA500
WB1 POF,04/21/2026,21:14,04/21/2026,21:23,WB1: POF | Orb: 0.96° | Duration: 9m,9m,WB1-POF-048,Western Transits,#FFA500
WB1 POF,04/22/2026,20:05,04/22/2026,20:14,WB1: POF | Orb: 0.86° | Duration: 9m,9m,WB1-POF-049,Western Transits,#FFA500
WB1 POF,04/23/2026,18:57,04/23/2026,19:06,WB1: POF | Orb: 0.93° | Duration: 9m,9m,WB1-POF-050,Western Transits,#FFA500
WB1 POF,04/24/2026,06:08,04/24/2026,06:12,WB1: POF | Orb: 0.92° | Duration: 4m,4m,WB1-POF-051,Western Transits,#FFA500
WB1 POF,04/25/2026,06:35,04/25/2026,06:39,WB1: POF | Orb: 0.82° | Duration: 4m,4m,WB1-POF-052,Western Transits,#FFA500
WB1 POF,04/26/2026,07:04,04/26/2026,07:09,WB1: POF | Orb: 0.80° | Duration: 5m,5m,WB1-POF-053,Western Transits,#FFA500
WB1 POF,04/27/2026,07:36,04/27/2026,07:42,WB1: POF | Orb: 0.87° | Duration: 6m,6m,WB1-POF-054,Western Transits,#FFA500
WB1 POF,04/28/2026,08:12,04/28/2026,08:19,WB1: POF | Orb: 0.98° | Duration: 7m,7m,WB1-POF-055,Western Transits,#FFA500
WB1 POF,04/29/2026,08:54,04/29/2026,09:01,WB1: POF | Orb: 0.77° | Duration: 7m,7m,WB1-POF-056,Western Transits,#FFA500
WB1 TRANSIT_YOGI,04/29/2026,22:36,04/30/2026,02:12,WB1: TRANSIT_YOGI | Orb: 1.00° | Duration: 216m,216m,WB1-TRANSIT_YOGI-057,Western Transits,#FFA500
WB1 POF,04/30/2026,09:39,04/30/2026,09:48,WB1: POF | Orb: 0.99° | Duration: 9m,9m,WB1-POF-058,Western Transits,#FFA500
